season,week,celebrity_name,normalized_score,judge_share,estimated_fan_share,rank_rank,percent_rank,save_rank,is_eliminated,is_bottom3_judge,rule_system
2,3,Jerry Rice,0.6333333333333333,0.1043956043956044,0.1607053493406396,5.0,3.0,5.0,False,True,Rank
2,3,Giselle Fernandez,0.7333333333333333,0.1208791208791208,0.0286076222466217,8.0,8.0,8.0,True,False,Rank
2,3,Master P,0.4666666666666667,0.0769230769230769,0.1630564840032273,5.0,6.0,5.0,False,True,Rank
2,3,Drew Lachey,0.9,0.1483516483516483,0.176170222282748,1.0,1.0,1.0,False,False,Rank
2,4,Tia Carrere,0.8333333333333334,0.1582278481012658,0.14044254097327,4.0,3.0,4.0,False,False,Rank
2,4,George Hamilton,0.7,0.1329113924050632,0.0928172522403192,6.0,6.0,6.0,False,True,Rank
2,4,Lisa Rinna,0.8666666666666667,0.1645569620253164,0.1158475560948635,3.0,4.0,3.0,False,False,Rank
2,4,Stacy Keibler,0.8666666666666667,0.1645569620253164,0.2528948527693132,2.0,2.0,2.0,False,False,Rank
2,4,Jerry Rice,0.8,0.1518987341772152,0.1071045948976277,5.0,5.0,5.0,False,True,Rank
2,4,Master P,0.2666666666666666,0.050632911392405,0.0118938447282346,7.0,7.0,7.0,True,True,Rank
2,4,Drew Lachey,0.9333333333333332,0.1772151898734177,0.2789993582963708,1.0,1.0,1.0,False,False,Rank
2,5,Tia Carrere,0.7333333333333333,0.1456953642384106,0.0523341385506393,6.0,6.0,6.0,True,True,Rank
2,5,George Hamilton,0.8,0.1589403973509933,0.0795778865701009,4.5,5.0,4.5,False,True,Rank
2,5,Lisa Rinna,0.8333333333333334,0.1655629139072847,0.1129238026710333,3.0,3.0,3.0,False,False,Rank
2,5,Stacy Keibler,1.0,0.1986754966887417,0.3396439250809563,1.0,1.0,1.0,False,False,Rank
2,5,Jerry Rice,0.7666666666666667,0.152317880794702,0.1102406783304189,4.5,4.0,4.5,False,True,Rank
2,5,Drew Lachey,0.9,0.1788079470198675,0.3052795687968508,2.0,2.0,2.0,False,False,Rank
2,6,George Hamilton,0.7666666666666667,0.1729323308270676,0.030930607548668,5.0,5.0,5.0,True,True,Rank
2,6,Lisa Rinna,0.9,0.2030075187969924,0.1075110667243628,3.0,3.0,3.0,False,True,Rank
2,6,Stacy Keibler,1.0,0.225563909774436,0.4183087966541619,1.0,1.0,1.0,False,False,Rank
2,6,Jerry Rice,0.7666666666666667,0.1729323308270676,0.0763457471637528,4.0,4.0,4.0,False,True,Rank
2,6,Drew Lachey,1.0,0.225563909774436,0.3669037819090532,2.0,2.0,2.0,False,False,Rank
2,7,Lisa Rinna,0.8833333333333333,0.2598039215686274,0.07356911612184,3.5,4.0,3.5,True,True,Rank
2,7,Stacy Keibler,0.9166666666666666,0.2696078431372549,0.3941170010967157,1.0,1.0,1.0,False,True,Rank
2,7,Jerry Rice,0.6833333333333333,0.2009803921568627,0.1755804087520625,3.5,3.0,3.5,False,True,Rank
2,7,Drew Lachey,0.9166666666666666,0.2696078431372549,0.3567334740293815,2.0,2.0,2.0,False,False,Rank
2,8,Stacy Keibler,0.95555,0.339920718960216,0.5052109987434975,1.5,1.0,1.5,False,True,Rank
2,8,Jerry Rice,0.8888866666666667,0.3162063678588072,0.0199730751876687,3.0,3.0,3.0,False,True,Rank
2,8,Drew Lachey,0.96666,0.3438729131809768,0.4748159260688335,1.5,2.0,1.5,False,True,Rank
3,1,Harry Hamlin,0.5666666666666667,0.080188679245283,0.0793425799924065,8.0,8.0,8.0,False,False,Percent
3,1,Vivica A. Fox,0.7333333333333333,0.1037735849056603,0.111610194151138,3.0,3.0,3.0,False,False,Percent
3,1,Monique Coleman,0.6333333333333333,0.0896226415094339,0.0928639169097361,6.0,6.0,6.0,False,False,Percent
3,1,Joey Lawrence,0.7,0.0990566037735849,0.1047933618514858,5.0,5.0,5.0,False,False,Percent
3,1,Mario Lopez,0.8666666666666667,0.1226415094339622,0.1363645026354298,1.0,1.0,1.0,False,False,Percent
3,1,Emmitt Smith,0.8,0.1132075471698113,0.1226688073398942,2.0,2.0,2.0,False,False,Percent
3,1,Shanna Moakler,0.6,0.0849056603773584,0.0860394179361821,7.0,7.0,7.0,False,False,Percent
3,1,Willa Ford,0.7333333333333333,0.1037735849056603,0.1110592573220964,4.0,4.0,4.0,False,False,Percent
3,1,Sara Evans,0.5,0.070754716981132,0.0700479427215254,10.0,10.0,10.0,False,True,Percent
3,1,Jerry Springer,0.5333333333333333,0.0754716981132075,0.0748728180080906,9.0,9.0,9.0,False,True,Percent
3,1,Tucker Carlson,0.4,0.0566037735849056,0.0103372011320144,11.0,11.0,11.0,True,True,Percent
3,2,Harry Hamlin,0.7,0.0913043478260869,0.0816277385517334,7.0,7.0,7.0,False,True,Percent
3,2,Vivica A. Fox,0.8,0.1043478260869565,0.1218468441702686,3.0,3.0,3.0,False,False,Percent
3,2,Monique Coleman,0.8666666666666667,0.1130434782608695,0.1112977566404404,4.0,4.0,4.0,False,False,Percent
3,2,Joey Lawrence,0.9666666666666668,0.1260869565217391,0.1597113798116345,1.0,1.0,1.0,False,False,Percent
3,2,Mario Lopez,0.7,0.0913043478260869,0.1153039744478448,6.0,6.0,6.0,False,True,Percent
3,2,Emmitt Smith,0.8,0.1043478260869565,0.128850320661156,2.0,2.0,2.0,False,False,Percent
3,2,Shanna Moakler,0.7333333333333333,0.0956521739130434,0.0114108950688677,8.0,10.0,8.0,True,False,Percent
3,2,Willa Ford,0.7666666666666667,0.1,0.1142356719095577,5.0,5.0,5.0,False,False,Percent
3,2,Sara Evans,0.7,0.0913043478260869,0.0760182391626467,9.0,8.0,9.0,False,False,Percent
3,2,Jerry Springer,0.6333333333333333,0.0826086956521739,0.0796971795758498,10.0,9.0,10.0,False,True,Percent
3,3,Harry Hamlin,0.7333333333333333,0.1062801932367149,0.0143610796119774,7.0,9.0,7.0,True,True,Percent
3,3,Vivica A. Fox,0.9,0.1304347826086956,0.1842907490495808,1.0,1.0,1.0,False,False,Percent
3,3,Monique Coleman,0.9,0.1304347826086956,0.1757984504110346,2.0,2.0,2.0,False,False,Percent
3,3,Joey Lawrence,0.7333333333333333,0.1062801932367149,0.1567760551980202,3.0,3.0,3.0,False,False,Percent
3,3,Mario Lopez,0.7333333333333333,0.1062801932367149,0.1078994926638002,6.0,5.0,6.0,False,False,Percent
3,3,Emmitt Smith,0.6333333333333333,0.0917874396135265,0.1039726521241654,8.0,7.0,8.0,False,True,Percent
3,3,Willa Ford,0.7333333333333333,0.1062801932367149,0.111407763677392,4.0,4.0,4.0,False,False,Percent
3,3,Sara Evans,0.8333333333333334,0.1207729468599033,0.0761477652913931,5.0,6.0,5.0,False,False,Percent
3,3,Jerry Springer,0.7,0.1014492753623188,0.0693459919726364,9.0,8.0,9.0,False,True,Percent
3,4,Vivica A. Fox,0.8,0.1212121212121212,0.0221090245277549,8.0,8.0,8.0,True,True,Percent
3,4,Monique Coleman,0.8,0.1212121212121212,0.1395710597555524,5.5,5.0,5.5,False,False,Percent
3,4,Joey Lawrence,0.9,0.1363636363636363,0.148444333689408,1.0,1.0,1.0,False,False,Percent
3,4,Mario Lopez,0.9666666666666668,0.1464646464646464,0.1259137576628596,3.5,3.0,3.5,False,False,Percent
3,4,Emmitt Smith,0.8,0.1212121212121212,0.153764937154709,2.0,2.0,2.0,False,False,Percent
3,4,Willa Ford,0.9333333333333332,0.1414141414141414,0.1296438431366078,3.5,4.0,3.5,False,False,Percent
3,4,Sara Evans,0.6666666666666666,0.101010101010101,0.1402747372865427,7.0,7.0,7.0,False,True,Percent
3,4,Jerry Springer,0.7333333333333333,0.1111111111111111,0.1402783067865655,5.5,6.0,5.5,False,True,Percent
3,5,Monique Coleman,0.9,0.149171270718232,0.1668269395666221,2.0,2.0,2.0,False,False,Percent
3,5,Joey Lawrence,0.8333333333333334,0.1381215469613259,0.1478412584112247,6.0,5.0,6.0,False,True,Percent
3,5,Mario Lopez,0.9,0.149171270718232,0.1878971572178893,1.0,1.0,1.0,False,False,Percent
3,5,Emmitt Smith,0.9,0.149171270718232,0.1531717372047285,3.0,4.0,3.0,False,False,Percent
3,5,Willa Ford,0.9,0.149171270718232,0.0221887922112403,5.0,7.0,5.0,True,False,Percent
3,5,Sara Evans,0.8,0.1325966850828729,0.1751384655910725,4.0,3.0,4.0,False,True,Percent
3,5,Jerry Springer,0.8,0.1325966850828729,0.1469356497972224,7.0,6.0,7.0,False,True,Percent
3,6,Monique Coleman,0.7666666666666667,0.1949152542372881,0.2596504216271961,3.0,2.0,3.0,False,True,Percent
3,6,Joey Lawrence,0.8,0.2033898305084745,0.2187784954938708,3.0,3.0,3.0,False,True,Percent
3,6,Mario Lopez,0.9333333333333332,0.2372881355932203,0.3345775498591409,1.0,1.0,1.0,False,False,Percent
3,6,Emmitt Smith,0.8333333333333334,0.211864406779661,0.1624612137180368,3.0,4.0,3.0,False,False,Percent
3,6,Jerry Springer,0.6,0.1525423728813559,0.0245323193017553,5.0,5.0,5.0,False,True,Percent
3,7,Monique Coleman,0.9,0.2,0.2360660892434275,4.0,3.0,4.0,False,True,Percent
3,7,Joey Lawrence,0.95,0.2111111111111111,0.2361831361357503,1.0,2.0,1.0,False,False,Percent
3,7,Mario Lopez,0.9333333333333332,0.2074074074074074,0.3394185899591634,2.0,1.0,2.0,False,True,Percent
3,7,Emmitt Smith,0.95,0.2111111111111111,0.1766021437378941,3.0,4.0,3.0,False,False,Percent
3,7,Jerry Springer,0.7666666666666667,0.1703703703703704,0.011730040923765,5.0,5.0,5.0,True,True,Percent
3,8,Monique Coleman,0.8833333333333333,0.2431192660550458,0.1183258385302687,4.0,4.0,4.0,True,True,Percent
3,8,Joey Lawrence,0.9,0.2477064220183486,0.2237512534443155,2.0,2.0,2.0,False,True,Percent
3,8,Mario Lopez,0.95,0.2614678899082568,0.465848682382133,1.0,1.0,1.0,False,False,Percent
3,8,Emmitt Smith,0.9,0.2477064220183486,0.1920742256432848,3.0,3.0,3.0,False,True,Percent
3,9,Joey Lawrence,0.9833333333333332,0.3333333333333333,0.2495138291896605,2.0,2.0,2.0,False,True,Percent
3,9,Mario Lopez,0.9833333333333332,0.3333333333333333,0.5637036167945093,1.0,1.0,1.0,False,True,Percent
3,9,Emmitt Smith,0.9833333333333332,0.3333333333333333,0.1867825540158302,3.0,3.0,3.0,False,True,Percent
3,10,Mario Lopez,0.9888866666666668,0.5,0.7511179269110966,1.0,1.0,1.0,False,True,Percent
3,10,Emmitt Smith,0.9888866666666668,0.5,0.2488820730889035,2.0,2.0,2.0,False,True,Percent
4,1,John Ratzenberger,0.5666666666666667,0.0825242718446602,0.0769089212924524,8.0,8.0,8.0,False,False,Percent
4,1,Ian Ziering,0.7,0.1019417475728155,0.1091682674367837,3.5,3.5,3.5,False,False,Percent
4,1,Clyde Drexler,0.5333333333333333,0.0776699029126213,0.0688440847563696,9.0,9.0,9.0,False,True,Percent
4,1,Laila Ali,0.7666666666666667,0.1116504854368932,0.1252979405089495,2.0,2.0,2.0,False,False,Percent
4,1,Apolo Anton Ohno,0.7,0.1019417475728155,0.1091682674367837,3.5,3.5,3.5,False,False,Percent
4,1,Shandi Finnessey,0.6333333333333333,0.0922330097087378,0.0930385943646181,5.5,5.5,5.5,False,False,Percent
4,1,Paulina Porizkova,0.6333333333333333,0.0922330097087378,0.0930385943646181,5.5,5.5,5.5,False,False,Percent
4,1,Heather Mills,0.6,0.087378640776699,0.0849737578285352,7.0,7.0,7.0,False,False,Percent
4,1,Billy Ray Cyrus,0.4333333333333333,0.0631067961165048,0.0454195467455704,11.0,11.0,11.0,False,True,Percent
4,1,Joey Fatone,0.8,0.116504854368932,0.1333627770450323,1.0,1.0,1.0,False,False,Percent
4,1,Leeza Gibbons,0.5,0.0728155339805825,0.0607792482202867,10.0,10.0,10.0,False,True,Percent
4,2,John Ratzenberger,0.7,0.0857142857142857,0.0752222706240899,6.0,7.0,6.0,False,True,Percent
4,2,Ian Ziering,0.7333333333333333,0.0897959183673469,0.1020774728230682,5.0,4.0,5.0,False,False,Percent
4,2,Clyde Drexler,0.6,0.073469387755102,0.079504068542268,10.0,8.0,10.0,False,True,Percent
4,2,Laila Ali,0.9,0.110204081632653,0.1658756442424389,1.0,1.0,1.0,False,False,Percent
4,2,Apolo Anton Ohno,0.8666666666666667,0.1061224489795918,0.1298844465433083,2.0,3.0,2.0,False,False,Percent
4,2,Shandi Finnessey,0.6666666666666666,0.0816326530612245,0.0814073404728516,7.0,6.0,7.0,False,True,Percent
4,2,Paulina Porizkova,0.7,0.0857142857142857,0.00627077045944,11.0,11.0,11.0,True,False,Percent
4,2,Heather Mills,0.8,0.0979591836734694,0.0928601425549433,4.0,5.0,4.0,False,False,Percent
4,2,Billy Ray Cyrus,0.7,0.0857142857142857,0.0550084596025058,9.0,10.0,9.0,False,False,Percent
4,2,Joey Fatone,0.8,0.0979591836734694,0.1475236934330895,3.0,2.0,3.0,False,False,Percent
4,2,Leeza Gibbons,0.7,0.0857142857142857,0.064365690701996,8.0,9.0,8.0,False,False,Percent
4,3,John Ratzenberger,0.6666666666666666,0.091743119266055,0.0698753825968811,9.5,8.0,9.5,False,True,Percent
4,3,Ian Ziering,0.8,0.110091743119266,0.1107938299613357,2.0,4.0,2.0,False,False,Percent
4,3,Clyde Drexler,0.5333333333333333,0.073394495412844,0.0796650791684014,7.5,9.0,7.5,False,True,Percent
4,3,Laila Ali,0.7,0.0963302752293577,0.1572275724783061,6.0,3.0,6.0,False,True,Percent
4,3,Apolo Anton Ohno,0.7666666666666667,0.1055045871559633,0.1575863243842265,3.0,2.0,3.0,False,False,Percent
4,3,Shandi Finnessey,0.7,0.0963302752293577,0.0095652709657593,9.5,10.0,9.5,True,False,Percent
4,3,Heather Mills,0.8,0.110091743119266,0.1081521718898947,4.0,5.0,4.0,False,False,Percent
4,3,Billy Ray Cyrus,0.7,0.0963302752293577,0.0675323910182033,7.5,7.0,7.5,False,False,Percent
4,3,Joey Fatone,0.8,0.110091743119266,0.1674301490846098,1.0,1.0,1.0,False,False,Percent
4,3,Leeza Gibbons,0.8,0.110091743119266,0.0721718284523814,5.0,6.0,5.0,False,False,Percent
4,4,John Ratzenberger,0.5333333333333333,0.0842105263157894,0.0567954451817066,6.5,7.0,6.5,False,True,Percent
4,4,Ian Ziering,0.8,0.1263157894736842,0.1363471314248494,3.0,3.0,3.0,False,False,Percent
4,4,Clyde Drexler,0.5,0.0789473684210526,0.0522577028089051,8.0,8.0,8.0,False,True,Percent
4,4,Laila Ali,0.7,0.1105263157894736,0.1454789370452292,4.0,4.0,4.0,False,False,Percent
4,4,Apolo Anton Ohno,0.8666666666666667,0.1368421052631579,0.1976049196588738,2.0,2.0,2.0,False,False,Percent
4,4,Heather Mills,0.7666666666666667,0.1210526315789473,0.1200405996187673,5.0,5.0,5.0,False,False,Percent
4,4,Billy Ray Cyrus,0.7,0.1105263157894736,0.0451351585221213,6.5,6.0,6.5,False,False,Percent
4,4,Joey Fatone,0.9333333333333332,0.1473684210526316,0.2367417118252553,1.0,1.0,1.0,False,False,Percent
4,4,Leeza Gibbons,0.5333333333333333,0.0842105263157894,0.009598393914291,9.0,9.0,9.0,True,True,Percent
4,5,John Ratzenberger,0.6,0.1022727272727272,0.0279526183699346,6.5,6.0,6.5,False,True,Percent
4,5,Ian Ziering,0.8,0.1363636363636363,0.1380547109377289,4.0,4.0,4.0,False,False,Percent
4,5,Clyde Drexler,0.4333333333333333,0.0738636363636363,0.0057951690342622,8.0,8.0,8.0,True,True,Percent
4,5,Laila Ali,0.9333333333333332,0.1590909090909091,0.1790672747773437,3.0,3.0,3.0,False,False,Percent
4,5,Apolo Anton Ohno,1.0,0.1704545454545454,0.254007769278992,1.0,1.0,1.0,False,False,Percent
4,5,Heather Mills,0.7,0.1193181818181818,0.1072907079526454,5.0,5.0,5.0,False,False,Percent
4,5,Billy Ray Cyrus,0.5666666666666667,0.096590909090909,0.0284508564039129,6.5,7.0,6.5,False,True,Percent
4,5,Joey Fatone,0.8333333333333334,0.1420454545454545,0.2593808932451791,2.0,2.0,2.0,False,False,Percent
4,6,John Ratzenberger,0.6333333333333333,0.1117647058823529,0.2033150367140844,4.5,2.0,4.5,False,True,Percent
4,6,Ian Ziering,0.8,0.1411764705882353,0.1646015914254651,2.0,4.0,2.0,False,False,Percent
4,6,Laila Ali,0.9333333333333332,0.1647058823529411,0.1296374913671887,3.0,5.0,3.0,False,False,Percent
4,6,Apolo Anton Ohno,0.9333333333333332,0.1647058823529411,0.1661872937394684,1.0,1.0,1.0,False,False,Percent
4,6,Heather Mills,0.7666666666666667,0.1352941176470588,0.026071181226371,7.0,7.0,7.0,True,True,Percent
4,6,Billy Ray Cyrus,0.7,0.1235294117647058,0.1606740568354664,6.0,6.0,6.0,False,True,Percent
4,6,Joey Fatone,0.9,0.1588235294117647,0.1495133486919557,4.5,3.0,4.5,False,False,Percent
4,7,John Ratzenberger,0.75,0.145631067961165,0.010786137812468,5.5,6.0,5.5,True,True,Percent
4,7,Ian Ziering,0.9,0.174757281553398,0.1273675825509544,4.0,4.0,4.0,False,True,Percent
4,7,Laila Ali,0.9833333333333332,0.1909385113268608,0.2237350987434775,2.0,3.0,2.0,False,False,Percent
4,7,Apolo Anton Ohno,0.9,0.174757281553398,0.2707187818416853,3.0,2.0,3.0,False,False,Percent
4,7,Billy Ray Cyrus,0.6333333333333333,0.1229773462783171,0.0731789633218103,5.5,5.0,5.5,False,True,Percent
4,7,Joey Fatone,0.9833333333333332,0.1909385113268608,0.2942134357296048,1.0,1.0,1.0,False,False,Percent
4,8,Ian Ziering,0.7833333333333333,0.1872509960159362,0.0973268074272325,4.0,4.0,4.0,False,True,Percent
4,8,Laila Ali,0.8833333333333333,0.2111553784860557,0.2300071147260287,3.0,3.0,3.0,False,True,Percent
4,8,Apolo Anton Ohno,0.9666666666666668,0.2310756972111553,0.3310262424136567,1.5,1.0,1.5,False,False,Percent
4,8,Billy Ray Cyrus,0.6333333333333333,0.1513944223107569,0.0075328302378249,5.0,5.0,5.0,True,True,Percent
4,8,Joey Fatone,0.9166666666666666,0.2191235059760956,0.3341070051952581,1.5,2.0,1.5,False,False,Percent
4,9,Ian Ziering,0.9666666666666668,0.2447257383966244,0.0539135095888797,4.0,4.0,4.0,True,True,Percent
4,9,Laila Ali,1.0,0.2531645569620253,0.2686697437846767,2.0,3.0,2.0,False,True,Percent
4,9,Apolo Anton Ohno,0.9833333333333332,0.2489451476793248,0.2878768433992603,3.0,2.0,3.0,False,True,Percent
4,9,Joey Fatone,1.0,0.2531645569620253,0.3895399032271838,1.0,1.0,1.0,False,False,Percent
4,10,Laila Ali,0.94444,0.3281854310465651,0.2087887430408054,3.0,3.0,3.0,False,True,Percent
4,10,Apolo Anton Ohno,0.9777733333333334,0.3397685007685367,0.4050102839280737,1.0,1.0,1.0,False,True,Percent
4,10,Joey Fatone,0.95555,0.3320460681848982,0.3862009730311208,2.0,2.0,2.0,False,True,Percent
5,1,Cameron Mathison,0.7,0.0817120622568093,0.0833270925789938,5.0,5.0,5.0,False,False,Percent
5,1,Jane Seymour,0.8,0.0933852140077821,0.1078629485272535,3.0,3.0,3.0,False,False,Percent
5,1,Sabrina Bryan,0.8666666666666667,0.1011673151750972,0.1243606101505857,1.0,1.0,1.0,False,False,Percent
5,1,Jennie Garth,0.7,0.0817120622568093,0.0825298168654811,6.0,6.0,6.0,False,False,Percent
5,1,Floyd Mayweather Jr. ,0.6,0.0700389105058365,0.0629632747487194,11.0,11.0,11.0,False,True,Percent
5,1,Josie Maran,0.5333333333333333,0.0622568093385214,0.0076964771779901,12.0,12.0,12.0,True,True,Percent
5,1,Albert Reed,0.7,0.0817120622568093,0.080607101228143,9.0,9.0,9.0,False,False,Percent
5,1,Helio Castroneves,0.8333333333333334,0.0972762645914396,0.1134139134504307,2.0,2.0,2.0,False,False,Percent
5,1,Mel B,0.8,0.0933852140077821,0.1075757842090536,4.0,4.0,4.0,False,False,Percent
5,1,Wayne Newton,0.6333333333333333,0.0739299610894941,0.0655610141087255,10.0,10.0,10.0,False,True,Percent
5,1,Marie Osmond,0.7,0.0817120622568093,0.0817460728253701,8.0,8.0,8.0,False,False,Percent
5,1,Mark Cuban,0.7,0.0817120622568093,0.0823558941292529,7.0,7.0,7.0,False,False,Percent
5,2,Cameron Mathison,0.7,0.088235294117647,0.0765767836820946,7.0,7.0,7.0,False,True,Percent
5,2,Jane Seymour,0.7,0.088235294117647,0.0989139648406027,5.0,5.0,5.0,False,False,Percent
5,2,Sabrina Bryan,0.8666666666666667,0.1092436974789916,0.1435283715868683,2.0,2.0,2.0,False,False,Percent
5,2,Jennie Garth,0.7,0.088235294117647,0.0778701186585352,6.0,6.0,6.0,False,False,Percent
5,2,Floyd Mayweather Jr. ,0.7,0.088235294117647,0.0706752212733874,9.0,8.0,9.0,False,False,Percent
5,2,Albert Reed,0.7,0.088235294117647,0.0093392804955833,11.0,11.0,11.0,True,False,Percent
5,2,Helio Castroneves,0.9,0.1134453781512605,0.1522306148142983,1.0,1.0,1.0,False,False,Percent
5,2,Mel B,0.7666666666666667,0.0966386554621848,0.1131718655737639,3.0,3.0,3.0,False,False,Percent
5,2,Wayne Newton,0.5,0.0630252100840336,0.0845607991227122,9.0,10.0,9.0,False,True,Percent
5,2,Marie Osmond,0.8,0.1008403361344537,0.0911502424349606,4.0,4.0,4.0,False,False,Percent
5,2,Mark Cuban,0.6,0.0756302521008403,0.0819827375171931,9.0,9.0,9.0,False,True,Percent
5,3,Cameron Mathison,0.7666666666666667,0.0962343096234309,0.0686958175846485,7.0,7.0,7.0,False,False,Percent
5,3,Jane Seymour,0.9,0.1129707112970711,0.1231444320337351,3.0,4.0,3.0,False,False,Percent
5,3,Sabrina Bryan,0.9,0.1129707112970711,0.2085747301905254,1.0,1.0,1.0,False,False,Percent
5,3,Jennie Garth,0.8666666666666667,0.1087866108786611,0.0892994994612328,6.0,6.0,6.0,False,False,Percent
5,3,Floyd Mayweather Jr. ,0.7,0.0878661087866108,0.0426132591145642,8.0,8.0,8.0,False,True,Percent
