season,week,celebrity_name,exit_week,result_type,placement,n_judges,raw_score_sum,max_possible_points,normalized_score,n_contestants,judge_share,judge_rank,is_eliminated,rule_system,estimated_fan_share,share_std,share_entropy,confidence,n_valid_sims,prior_strength,posterior_strength
1,5,Joey McIntyre,99,finalist,3,3,22.5,30.0,0.75,3,0.3082191780821917,3.0,False,Rank,0.23190767575605178,,,,,12.68661442162201,12.68661442162201
1,5,John O'Hurley,99,finalist,2,3,27.0,30.0,0.9,3,0.3698630136986301,1.0,False,Rank,0.5783758021836083,,,,,12.68661442162201,12.68661442162201
1,5,Kelly Monaco,99,finalist,1,3,23.5,30.0,0.7833333333333333,3,0.321917808219178,2.0,False,Rank,0.18971652206034004,,,,,12.68661442162201,12.68661442162201
1,6,John O'Hurley,99,finalist,2,3,27.0,30.0,0.9,2,0.4954128440366973,2.0,False,Rank,0.6646057461509923,,,,,11.308071834788311,11.308071834788311
1,6,Kelly Monaco,99,finalist,1,3,27.5,30.0,0.9166666666666666,2,0.5045871559633027,1.0,False,Rank,0.33539425384900773,,,,,11.308071834788311,11.308071834788311
2,1,Drew Lachey,99,finalist,1,3,24.0,30.0,0.8,10,0.123076923076923,1.0,False,Rank,0.13082145049523075,0.10057981313117072,2.8307792814050803,0.3654,3654.0,10.043049641028663,12.043049641028665
2,1,George Hamilton,6,eliminated,5,3,18.0,30.0,0.6,10,0.0923076923076923,8.0,False,Rank,0.10204659358363101,0.08516158442028778,2.6006456468364787,0.3654,3654.0,10.043049641028663,12.043049641028665
2,1,Giselle Fernandez,3,eliminated,8,3,23.0,30.0,0.7666666666666667,10,0.1179487179487179,2.5,False,Rank,0.12516137296224905,0.0993437437466209,2.795700820214149,0.3654,3654.0,10.043049641028663,12.043049641028665
2,1,Jerry Rice,99,finalist,2,3,21.0,30.0,0.7,10,0.1076923076923076,5.0,False,Rank,0.11080769231412833,0.09387099384889805,2.6914110408290535,0.3654,3654.0,10.043049641028663,12.043049641028665
2,1,Kenny Mayne,1,eliminated,10,3,13.0,30.0,0.4333333333333333,10,0.0666666666666666,9.0,True,Rank,0.010933811847853022,0.014303706027353662,0.6308113662323714,0.3654,3654.0,10.043049641028663,12.043049641028665
2,1,Lisa Rinna,7,eliminated,4,3,19.0,30.0,0.6333333333333333,10,0.0974358974358974,7.0,False,Rank,0.09919370811066801,0.089450955027428,2.591597040439665,0.3654,3654.0,10.043049641028663,12.043049641028665
2,1,Master P,4,eliminated,7,3,12.0,30.0,0.4,10,0.0615384615384615,10.0,False,Rank,0.07221497897829372,0.0723885793175917,2.281912512722704,0.3654,3654.0,10.043049641028663,12.043049641028665
2,1,Stacy Keibler,99,finalist,3,3,22.0,30.0,0.7333333333333333,10,0.1128205128205128,4.0,False,Rank,0.11900704298482538,0.09719161878640632,2.7539747213773227,0.3654,3654.0,10.043049641028663,12.043049641028665
2,1,Tatum O'Neal,2,eliminated,9,3,23.0,30.0,0.7666666666666667,10,0.1179487179487179,2.5,False,Rank,0.12539023406417513,0.10087628878493562,2.7981202752099543,0.3654,3654.0,10.043049641028663,12.043049641028665
2,1,Tia Carrere,5,eliminated,6,3,20.0,30.0,0.6666666666666666,10,0.1025641025641025,6.0,False,Rank,0.10442311465894662,0.09146909800764838,2.638306618680333,0.3654,3654.0,10.043049641028663,12.043049641028665
2,2,Drew Lachey,99,finalist,1,3,27.0,30.0,0.9,9,0.135,2.0,False,Rank,0.17334254830183263,0.1042593726169201,2.9646953035681536,0.1735,1735.0,13.236310638497146,15.236310638497146
2,2,George Hamilton,6,eliminated,5,3,22.0,30.0,0.7333333333333333,9,0.1099999999999999,5.5,False,Rank,0.09278561922524242,0.07814373250041823,2.512779933759878,0.1735,1735.0,13.236310638497146,15.236310638497146
2,2,Giselle Fernandez,3,eliminated,8,3,24.0,30.0,0.8,9,0.12,3.0,False,Rank,0.14070119141036874,0.09469803716760442,2.8320946824308106,0.1735,1735.0,13.236310638497146,15.236310638497146
2,2,Jerry Rice,99,finalist,2,3,23.0,30.0,0.7666666666666667,9,0.115,4.0,False,Rank,0.118882036916526,0.08567228733295826,2.701144251027906,0.1735,1735.0,13.236310638497146,15.236310638497146
2,2,Lisa Rinna,7,eliminated,4,3,20.0,30.0,0.6666666666666666,9,0.0999999999999999,7.0,False,Rank,0.10133692388223912,0.07347460652485761,2.5235594483979757,0.1735,1735.0,13.236310638497146,15.236310638497146
2,2,Master P,4,eliminated,7,3,16.0,30.0,0.5333333333333333,9,0.08,9.0,False,Rank,0.07383373869272832,0.06526807640830455,2.2744550467181526,0.1735,1735.0,13.236310638497146,15.236310638497146
2,2,Stacy Keibler,99,finalist,3,3,29.0,30.0,0.9666666666666668,9,0.145,1.0,False,Rank,0.17421825743817745,0.10519877278957916,2.9731488969491235,0.1735,1735.0,13.236310638497146,15.236310638497146
2,2,Tatum O'Neal,2,eliminated,9,3,17.0,30.0,0.5666666666666667,9,0.0849999999999999,8.0,True,Rank,0.019723119369504685,0.018420022665072047,1.0321844711347035,0.1735,1735.0,13.236310638497146,15.236310638497146
2,2,Tia Carrere,5,eliminated,6,3,22.0,30.0,0.7333333333333333,9,0.1099999999999999,5.5,False,Rank,0.10517656476338061,0.08511388412174846,2.6175913716805574,0.1735,1735.0,13.236310638497146,15.236310638497146
2,3,Drew Lachey,99,finalist,1,3,27.0,30.0,0.9,8,0.1483516483516483,1.5,False,Rank,0.17617022228274803,0.1330676417668087,3.0222293795766353,0.0119,119.0,17.207281399303344,19.207281399303344
2,3,George Hamilton,6,eliminated,5,3,22.0,30.0,0.7333333333333333,8,0.1208791208791208,5.5,False,Rank,0.10884454567781277,0.09173868138943979,2.4905891838379146,0.0119,119.0,17.207281399303344,19.207281399303344
2,3,Giselle Fernandez,3,eliminated,8,3,22.0,30.0,0.7333333333333333,8,0.1208791208791208,5.5,True,Rank,0.02860762224662177,0.021504737134940114,1.3073397224983396,0.0119,119.0,17.207281399303344,19.207281399303344
2,3,Jerry Rice,99,finalist,2,3,19.0,30.0,0.6333333333333333,8,0.1043956043956044,7.0,False,Rank,0.16070534934063962,0.10012131314925042,2.7446466907724116,0.0119,119.0,17.207281399303344,19.207281399303344
2,3,Lisa Rinna,7,eliminated,4,3,25.0,30.0,0.8333333333333334,8,0.1373626373626373,4.0,False,Rank,0.11092406606176888,0.10197636485462722,2.6372866278041887,0.0119,119.0,17.207281399303344,19.207281399303344
2,3,Master P,4,eliminated,7,3,14.0,30.0,0.4666666666666667,8,0.0769230769230769,8.0,False,Rank,0.16305648400322736,0.09411184388134024,2.671160840743939,0.0119,119.0,17.207281399303344,19.207281399303344
2,3,Stacy Keibler,99,finalist,3,3,27.0,30.0,0.9,8,0.1483516483516483,1.5,False,Rank,0.14406305175061598,0.102956560476948,2.6864056807533006,0.0119,119.0,17.207281399303344,19.207281399303344
2,3,Tia Carrere,5,eliminated,6,3,26.0,30.0,0.8666666666666667,8,0.1428571428571428,3.0,False,Rank,0.10762865863656552,0.0827613682032242,2.5566837025822267,0.0119,119.0,17.207281399303344,19.207281399303344
2,4,Drew Lachey,99,finalist,1,3,28.0,30.0,0.9333333333333332,7,0.1772151898734177,1.0,False,Rank,0.2789993582963708,0.0976530306525155,2.99547495152171,0.8715,8715.0,21.38635264698111,23.38635264698111
2,4,George Hamilton,6,eliminated,5,3,21.0,30.0,0.7,7,0.1329113924050632,6.0,False,Rank,0.09281725224031923,0.06239474145632282,2.3957639705840066,0.8715,8715.0,21.38635264698111,23.38635264698111
2,4,Jerry Rice,99,finalist,2,3,24.0,30.0,0.8,7,0.1518987341772152,5.0,False,Rank,0.10710459489762772,0.06718239730980886,2.505258050573456,0.8715,8715.0,21.38635264698111,23.38635264698111
2,4,Lisa Rinna,7,eliminated,4,3,26.0,30.0,0.8666666666666667,7,0.1645569620253164,2.5,False,Rank,0.11584755609486355,0.07026583151632029,2.562248106286173,0.8715,8715.0,21.38635264698111,23.38635264698111
2,4,Master P,4,eliminated,7,3,8.0,30.0,0.2666666666666666,7,0.050632911392405,7.0,True,Rank,0.011893844728234624,0.018197682642841766,0.714205738321599,0.8715,8715.0,21.38635264698111,23.38635264698111
2,4,Stacy Keibler,99,finalist,3,3,26.0,30.0,0.8666666666666667,7,0.1645569620253164,2.5,False,Rank,0.2528948527693132,0.09447321921749481,2.9562129598689375,0.8715,8715.0,21.38635264698111,23.38635264698111
2,4,Tia Carrere,5,eliminated,6,3,25.0,30.0,0.8333333333333334,7,0.1582278481012658,4.0,False,Rank,0.14044254097327005,0.0747938049429677,2.6600920410819415,0.8715,8715.0,21.38635264698111,23.38635264698111
2,5,Drew Lachey,99,finalist,1,3,27.0,30.0,0.9,6,0.1788079470198675,2.0,False,Rank,0.30527956879685086,0.09216855723298725,2.9287201476788693,0.3885,3885.0,29.524901745599486,31.524901745599486
2,5,George Hamilton,6,eliminated,5,3,24.0,30.0,0.8,6,0.1589403973509933,4.0,False,Rank,0.07957788657010098,0.06058380638790808,2.2596863989460916,0.3885,3885.0,29.524901745599486,31.524901745599486
2,5,Jerry Rice,99,finalist,2,3,23.0,30.0,0.7666666666666667,6,0.152317880794702,5.0,False,Rank,0.11024067833041896,0.06130155921106915,2.3055571311417693,0.3885,3885.0,29.524901745599486,31.524901745599486
2,5,Lisa Rinna,7,eliminated,4,3,25.0,30.0,0.8333333333333334,6,0.1655629139072847,3.0,False,Rank,0.1129238026710333,0.06614809582242515,2.4704459724155017,0.3885,3885.0,29.524901745599486,31.524901745599486
2,5,Stacy Keibler,99,finalist,3,3,30.0,30.0,1.0,6,0.1986754966887417,1.0,False,Rank,0.33964392508095637,0.09807336725018813,2.976199375925998,0.3885,3885.0,29.524901745599486,31.524901745599486
2,5,Tia Carrere,5,eliminated,6,3,22.0,30.0,0.7333333333333333,6,0.1456953642384106,6.0,True,Rank,0.052334138550639356,0.028620111773242137,1.7165958400218653,0.3885,3885.0,29.524901745599486,31.524901745599486
2,6,Drew Lachey,99,finalist,1,3,30.0,30.0,1.0,5,0.225563909774436,1.5,False,Rank,0.3669037819090532,0.08645306005553345,2.831078236153486,0.5435,5435.0,40.30412343751675,42.30412343751675
2,6,George Hamilton,6,eliminated,5,3,23.0,30.0,0.7666666666666667,5,0.1729323308270676,4.5,True,Rank,0.030930607548668037,0.02474441285387544,1.371836148466686,0.5435,5435.0,40.30412343751675,42.30412343751675
2,6,Jerry Rice,99,finalist,2,3,23.0,30.0,0.7666666666666667,5,0.1729323308270676,4.5,False,Rank,0.07634574716375286,0.06334741315381406,2.066893937293754,0.5435,5435.0,40.30412343751675,42.30412343751675
2,6,Lisa Rinna,7,eliminated,4,3,27.0,30.0,0.9,5,0.2030075187969924,3.0,False,Rank,0.10751106672436281,0.05972993603758283,2.3203579612534693,0.5435,5435.0,40.30412343751675,42.30412343751675
2,6,Stacy Keibler,99,finalist,3,3,30.0,30.0,1.0,5,0.225563909774436,1.5,False,Rank,0.41830879665416193,0.09273991134782517,2.8789407057321057,0.5435,5435.0,40.30412343751675,42.30412343751675
2,7,Drew Lachey,99,finalist,1,3,27.5,30.0,0.9166666666666666,4,0.2696078431372549,1.5,False,Rank,0.3567334740293815,0.13830494266813248,3.1714237155357408,0.057,570.0,57.33013793302147,59.33013793302147
2,7,Jerry Rice,99,finalist,2,3,20.5,30.0,0.6833333333333333,4,0.2009803921568627,4.0,False,Rank,0.17558040875206257,0.1688963538155363,2.8328992539998397,0.057,570.0,57.33013793302147,59.33013793302147
2,7,Lisa Rinna,7,eliminated,4,3,26.5,30.0,0.8833333333333333,4,0.2598039215686274,3.0,True,Rank,0.07356911612184,0.04960358763085893,2.0545873254701195,0.057,570.0,57.33013793302147,59.33013793302147
2,7,Stacy Keibler,99,finalist,3,3,27.5,30.0,0.9166666666666666,4,0.2696078431372549,1.5,False,Rank,0.3941170010967157,0.15405315085848803,3.2144837968039957,0.057,570.0,57.33013793302147,59.33013793302147
2,8,Drew Lachey,99,finalist,1,3,28.9998,30.0,0.96666,3,0.3438729131809768,1.0,False,Rank,0.47481592606883355,,,,,79.67324869433747,79.67324869433747
2,8,Jerry Rice,99,finalist,2,3,26.666600000000003,30.0,0.8888866666666667,3,0.3162063678588072,3.0,False,Rank,0.01997307518766878,,,,,79.67324869433747,79.67324869433747
2,8,Stacy Keibler,99,finalist,3,3,28.6665,30.0,0.95555,3,0.339920718960216,2.0,False,Rank,0.5052109987434975,,,,,79.67324869433747,79.67324869433747
3,1,Emmitt Smith,99,finalist,1,3,24.0,30.0,0.8,11,0.1132075471698113,2.0,False,Percent,0.12266880733989421,0.09500013064408284,2.766280420428682,0.5612,5612.0,11.02277781200888,13.02277781200888
3,1,Harry Hamlin,3,eliminated,9,3,17.0,30.0,0.5666666666666667,11,0.080188679245283,8.0,False,Percent,0.07934257999240657,0.07755637504250466,2.379149534421259,0.5612,5612.0,11.02277781200888,13.02277781200888
3,1,Jerry Springer,7,eliminated,5,3,16.0,30.0,0.5333333333333333,11,0.0754716981132075,9.0,False,Percent,0.07487281800809065,0.07447273535967941,2.3203657943663467,0.5612,5612.0,11.02277781200888,13.02277781200888
3,1,Joey Lawrence,99,finalist,3,3,21.0,30.0,0.7,11,0.0990566037735849,5.0,False,Percent,0.10479336185148586,0.08926458408313215,2.639246808575364,0.5612,5612.0,11.02277781200888,13.02277781200888
3,1,Mario Lopez,99,finalist,2,3,26.0,30.0,0.8666666666666667,11,0.1226415094339622,1.0,False,Percent,0.1363645026354298,0.09970118237276183,2.851924439395441,0.5612,5612.0,11.02277781200888,13.02277781200888
3,1,Monique Coleman,8,eliminated,4,3,19.0,30.0,0.6333333333333333,11,0.0896226415094339,6.0,False,Percent,0.09286391690973612,0.0837909351010074,2.5298279984791385,0.5612,5612.0,11.02277781200888,13.02277781200888
3,1,Sara Evans,5,withdrew,6,3,15.0,30.0,0.5,11,0.070754716981132,10.0,False,Percent,0.07004794272152547,0.0731087649558866,2.253237840362094,0.5612,5612.0,11.02277781200888,13.02277781200888
3,1,Shanna Moakler,2,eliminated,10,3,18.0,30.0,0.6,11,0.0849056603773584,7.0,False,Percent,0.08603941793618212,0.08014042911070589,2.4559729909973704,0.5612,5612.0,11.02277781200888,13.02277781200888
3,1,Tucker Carlson,1,eliminated,11,3,12.0,30.0,0.4,11,0.0566037735849056,11.0,True,Percent,0.010337201132014444,0.011181109657218883,0.539479428865374,0.5612,5612.0,11.02277781200888,13.02277781200888
3,1,Vivica A. Fox,4,eliminated,8,3,22.0,30.0,0.7333333333333333,11,0.1037735849056603,3.5,False,Percent,0.11161019415113803,0.09342356476592238,2.6962612255870537,0.5612,5612.0,11.02277781200888,13.02277781200888
3,1,Willa Ford,5,eliminated,7,3,22.0,30.0,0.7333333333333333,11,0.1037735849056603,3.5,False,Percent,0.11105925732209646,0.09134617851615606,2.687618549846712,0.5612,5612.0,11.02277781200888,13.02277781200888
3,2,Emmitt Smith,99,finalist,1,3,24.0,30.0,0.8,10,0.1043478260869565,3.5,False,Percent,0.12885032066115604,0.08406918017595125,2.725838109629957,0.0714,714.0,14.047290259056634,16.047290259056634
3,2,Harry Hamlin,3,eliminated,9,3,21.0,30.0,0.7,10,0.0913043478260869,8.0,False,Percent,0.08162773855173346,0.06473968565787397,2.3220720828297794,0.0714,714.0,14.047290259056634,16.047290259056634
3,2,Jerry Springer,7,eliminated,5,3,19.0,30.0,0.6333333333333333,10,0.0826086956521739,10.0,False,Percent,0.07969717957584987,0.054699048600368644,2.1599902487891276,0.0714,714.0,14.047290259056634,16.047290259056634
3,2,Joey Lawrence,99,finalist,3,3,29.0,30.0,0.9666666666666668,10,0.1260869565217391,1.0,False,Percent,0.15971137981163455,0.09365376303707584,2.8559787471368008,0.0714,714.0,14.047290259056634,16.047290259056634
3,2,Mario Lopez,99,finalist,2,3,21.0,30.0,0.7,10,0.0913043478260869,8.0,False,Percent,0.1153039744478448,0.07578580300584524,2.582475975652126,0.0714,714.0,14.047290259056634,16.047290259056634
3,2,Monique Coleman,8,eliminated,4,3,26.0,30.0,0.8666666666666667,10,0.1130434782608695,2.0,False,Percent,0.11129775664044045,0.0791304111659978,2.60601372303719,0.0714,714.0,14.047290259056634,16.047290259056634
3,2,Sara Evans,5,withdrew,6,3,21.0,30.0,0.7,10,0.0913043478260869,8.0,False,Percent,0.07601823916264672,0.06152606046170189,2.2534014130052267,0.0714,714.0,14.047290259056634,16.047290259056634
3,2,Shanna Moakler,2,eliminated,10,3,22.0,30.0,0.7333333333333333,10,0.0956521739130434,6.0,True,Percent,0.01141089506886772,0.009895568759861246,0.5206791861243217,0.0714,714.0,14.047290259056634,16.047290259056634
3,2,Vivica A. Fox,4,eliminated,8,3,24.0,30.0,0.8,10,0.1043478260869565,3.5,False,Percent,0.12184684417026861,0.08160145570080682,2.6786826877406504,0.0714,714.0,14.047290259056634,16.047290259056634
3,2,Willa Ford,5,eliminated,7,3,23.0,30.0,0.7666666666666667,10,0.1,5.0,False,Percent,0.11423567190955773,0.08277686822507026,2.648735665478183,0.0714,714.0,14.047290259056634,16.047290259056634
3,3,Emmitt Smith,99,finalist,1,3,19.0,30.0,0.6333333333333333,9,0.0917874396135265,9.0,False,Percent,0.10397265212416547,0.06725240752854401,2.4133293760016152,0.1604,1604.0,16.587492035271485,18.587492035271485
3,3,Harry Hamlin,3,eliminated,9,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,True,Percent,0.014361079611977448,0.012009378617389183,0.6930102489714921,0.1604,1604.0,16.587492035271485,18.587492035271485
3,3,Jerry Springer,7,eliminated,5,3,21.0,30.0,0.7,9,0.1014492753623188,8.0,False,Percent,0.06934599197263643,0.05439482345017047,2.145515356112007,0.1604,1604.0,16.587492035271485,18.587492035271485
3,3,Joey Lawrence,99,finalist,3,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,False,Percent,0.15677605519802024,0.08651290003306497,2.79428121573753,0.1604,1604.0,16.587492035271485,18.587492035271485
3,3,Mario Lopez,99,finalist,2,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,False,Percent,0.10789949266380024,0.07173707035553831,2.5279737399628592,0.1604,1604.0,16.587492035271485,18.587492035271485
3,3,Monique Coleman,8,eliminated,4,3,27.0,30.0,0.9,9,0.1304347826086956,1.5,False,Percent,0.17579845041103462,0.09331332832550202,2.884232781639146,0.1604,1604.0,16.587492035271485,18.587492035271485
3,3,Sara Evans,5,withdrew,6,3,25.0,30.0,0.8333333333333334,9,0.1207729468599033,3.0,False,Percent,0.07614776529139315,0.063755668542549,2.301236953438385,0.1604,1604.0,16.587492035271485,18.587492035271485
3,3,Vivica A. Fox,4,eliminated,8,3,27.0,30.0,0.9,9,0.1304347826086956,1.5,False,Percent,0.18429074904958084,0.09673807756265174,2.9193095183569904,0.1604,1604.0,16.587492035271485,18.587492035271485
3,3,Willa Ford,5,eliminated,7,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,False,Percent,0.111407763677392,0.07323719928399273,2.5630274210383392,0.1604,1604.0,16.587492035271485,18.587492035271485
3,4,Emmitt Smith,99,finalist,1,3,24.0,30.0,0.8,8,0.1212121212121212,5.0,False,Percent,0.15376493715470904,0.10927315613979494,2.8278426311219222,0.0094,94.0,20.459096351440103,22.459096351440103
3,4,Jerry Springer,7,eliminated,5,3,22.0,30.0,0.7333333333333333,8,0.1111111111111111,7.0,False,Percent,0.14027830678656553,0.09503772143460067,2.6430054397698357,0.0094,94.0,20.459096351440103,22.459096351440103
3,4,Joey Lawrence,99,finalist,3,3,27.0,30.0,0.9,8,0.1363636363636363,3.0,False,Percent,0.14844433368940807,0.11710450855312225,2.8022501993996642,0.0094,94.0,20.459096351440103,22.459096351440103
3,4,Mario Lopez,99,finalist,2,3,29.0,30.0,0.9666666666666668,8,0.1464646464646464,1.0,False,Percent,0.12591375766285962,0.10640784967034422,2.7080675014772373,0.0094,94.0,20.459096351440103,22.459096351440103
3,4,Monique Coleman,8,eliminated,4,3,24.0,30.0,0.8,8,0.1212121212121212,5.0,False,Percent,0.13957105975555245,0.09903612991833673,2.6870180381818893,0.0094,94.0,20.459096351440103,22.459096351440103
3,4,Sara Evans,5,withdrew,6,3,20.0,30.0,0.6666666666666666,8,0.101010101010101,8.0,False,Percent,0.1402747372865427,0.09903330785447383,2.571752921175061,0.0094,94.0,20.459096351440103,22.459096351440103
3,4,Vivica A. Fox,4,eliminated,8,3,24.0,30.0,0.8,8,0.1212121212121212,5.0,True,Percent,0.022109024527754973,0.01962035684318251,1.1047010006587559,0.0094,94.0,20.459096351440103,22.459096351440103
3,4,Willa Ford,5,eliminated,7,3,28.0,30.0,0.9333333333333332,8,0.1414141414141414,2.0,False,Percent,0.12964384313660787,0.0947259910122241,2.6551223141833105,0.0094,94.0,20.459096351440103,22.459096351440103
3,5,Emmitt Smith,99,finalist,1,3,27.0,30.0,0.9,7,0.149171270718232,2.5,False,Percent,0.15317173720472851,0.10901434137373257,2.765355394728259,0.0075,75.0,22.983063767011455,24.983063767011455
3,5,Jerry Springer,7,eliminated,5,3,24.0,30.0,0.8,7,0.1325966850828729,6.5,False,Percent,0.14693564979722246,0.10570408550026233,2.647823952829809,0.0075,75.0,22.983063767011455,24.983063767011455
3,5,Joey Lawrence,99,finalist,3,3,25.0,30.0,0.8333333333333334,7,0.1381215469613259,5.0,False,Percent,0.14784125841122475,0.09892435233154334,2.555405854410666,0.0075,75.0,22.983063767011455,24.983063767011455
3,5,Mario Lopez,99,finalist,2,3,27.0,30.0,0.9,7,0.149171270718232,2.5,False,Percent,0.18789715721788933,0.1185007186568924,2.873773445444858,0.0075,75.0,22.983063767011455,24.983063767011455
3,5,Monique Coleman,8,eliminated,4,3,27.0,30.0,0.9,7,0.149171270718232,2.5,False,Percent,0.1668269395666221,0.11065240505346054,2.9103545745848933,0.0075,75.0,22.983063767011455,24.983063767011455
3,5,Sara Evans,5,withdrew,6,3,24.0,30.0,0.8,7,0.1325966850828729,6.5,False,Percent,0.17513846559107255,0.11385441733635127,2.7406044063123227,0.0075,75.0,22.983063767011455,24.983063767011455
3,5,Willa Ford,5,eliminated,7,3,27.0,30.0,0.9,7,0.149171270718232,2.5,True,Percent,0.02218879221124039,0.017429004266781723,1.080922737630201,0.0075,75.0,22.983063767011455,24.983063767011455
3,6,Emmitt Smith,99,finalist,1,3,25.0,30.0,0.8333333333333334,5,0.211864406779661,2.0,False,Percent,0.16246121371803687,,,,,27.196217948624447,27.196217948624447
3,6,Jerry Springer,7,eliminated,5,3,18.0,30.0,0.6,5,0.1525423728813559,5.0,False,Percent,0.02453231930175533,,,,,27.196217948624447,27.196217948624447
3,6,Joey Lawrence,99,finalist,3,3,24.0,30.0,0.8,5,0.2033898305084745,3.0,False,Percent,0.21877849549387082,,,,,27.196217948624447,27.196217948624447
3,6,Mario Lopez,99,finalist,2,3,28.0,30.0,0.9333333333333332,5,0.2372881355932203,1.0,False,Percent,0.3345775498591409,,,,,27.196217948624447,27.196217948624447
3,6,Monique Coleman,8,eliminated,4,3,23.0,30.0,0.7666666666666667,5,0.1949152542372881,4.0,False,Percent,0.2596504216271961,,,,,27.196217948624447,27.196217948624447
