season,week,celebrity_name,exit_week,result_type,placement,n_judges,raw_score_sum,max_possible_points,normalized_score,n_contestants,judge_share,judge_rank,is_eliminated,rule_system,alpha_prior,alpha_skill_adjusted,simulated_fan_share
2,1,Tia Carrere,5,eliminated,6,3,20.0,30.0,0.6666666666666666,10,0.1025641025641025,6.0,False,Rank,1.0,1.0362033094019107,0.10765505894927617
2,2,Tia Carrere,5,eliminated,6,3,22.0,30.0,0.7333333333333333,9,0.1099999999999999,5.5,False,Rank,1.251513427300463,1.2318173724160577,0.10257534172783138
2,3,Tia Carrere,5,eliminated,6,3,26.0,30.0,0.8666666666666667,8,0.1428571428571428,3.0,False,Rank,1.4369680558717204,1.7464068777666235,0.12036776221571766
2,4,Tia Carrere,5,eliminated,6,3,25.0,30.0,0.8333333333333334,7,0.1582278481012658,4.0,False,Rank,1.9871424021980588,2.200715780475307,0.13551980374043973
2,5,Tia Carrere,5,eliminated,6,3,22.0,30.0,0.7333333333333333,6,0.1456953642384106,6.0,True,Rank,2.471755387956186,1.6694805702933302,0.08236241048644437
2,1,George Hamilton,6,eliminated,5,3,18.0,30.0,0.6,10,0.0923076923076923,8.0,False,Rank,1.0,0.8913900717942674,0.09405246800079044
2,2,George Hamilton,6,eliminated,5,3,22.0,30.0,0.7333333333333333,9,0.1099999999999999,5.5,False,Rank,1.0794950077958483,1.0625061425889837,0.08858948409012134
2,3,George Hamilton,6,eliminated,5,3,22.0,30.0,0.7333333333333333,8,0.1208791208791208,5.5,False,Rank,1.2396851107692264,1.1780799673836964,0.08217623837233745
2,4,George Hamilton,6,eliminated,5,3,21.0,30.0,0.7,7,0.1329113924050632,6.0,False,Rank,1.3424324441283713,1.2490738441630393,0.08203920488544375
2,5,George Hamilton,6,eliminated,5,3,24.0,30.0,0.8,6,0.1589403973509933,4.0,False,Rank,1.413152253933927,1.2441661218269022,0.078921025402384
2,6,George Hamilton,6,eliminated,5,3,23.0,30.0,0.7666666666666667,5,0.1729323308270676,4.5,True,Rank,1.4020081726316702,0.9702687116223353,0.046107199174983064
2,1,Lisa Rinna,7,eliminated,4,3,19.0,30.0,0.6333333333333333,10,0.0974358974358974,7.0,False,Rank,1.0,0.963796690598089,0.09399850103090444
2,2,Lisa Rinna,7,eliminated,4,3,20.0,30.0,0.6666666666666666,9,0.0999999999999999,7.0,False,Rank,1.151793692659898,0.9705268257508095,0.09069907364440263
2,3,Lisa Rinna,7,eliminated,4,3,25.0,30.0,0.8333333333333334,8,0.1373626373626373,4.0,False,Rank,1.1519249730396148,1.323656897179878,0.09996947825562105
2,4,Lisa Rinna,7,eliminated,4,3,26.0,30.0,0.8666666666666667,7,0.1645569620253164,2.5,False,Rank,1.52359585369112,1.754775837625069,0.12001925276591126
2,5,Lisa Rinna,7,eliminated,4,3,25.0,30.0,0.8333333333333334,6,0.1655629139072847,3.0,False,Rank,1.9948143431568917,1.960736935292584,0.09893942678114004
2,6,Lisa Rinna,7,eliminated,4,3,27.0,30.0,0.9,5,0.2030075187969924,3.0,False,Rank,2.1586157888548643,2.232474893673148,0.09897592048276162
2,7,Lisa Rinna,7,eliminated,4,3,26.5,30.0,0.8833333333333333,4,0.2598039215686274,3.0,True,Rank,2.4304267346386714,2.647010030010529,0.10866802599460176
2,1,Stacy Keibler,99,finalist,3,3,22.0,30.0,0.7333333333333333,10,0.1128205128205128,4.0,False,Rank,1.0,1.181016547009554,0.11421781315468775
2,2,Stacy Keibler,99,finalist,3,3,29.0,30.0,0.9666666666666668,9,0.145,1.0,False,Rank,1.4094521733189294,2.085992852859759,0.179313424018405
2,3,Stacy Keibler,99,finalist,3,3,27.0,30.0,0.9,8,0.1483516483516483,1.5,False,Rank,2.4446197008965687,3.1330255657153083,0.21683866901461996
2,4,Stacy Keibler,99,finalist,3,3,26.0,30.0,0.8666666666666667,7,0.1645569620253164,2.5,False,Rank,3.5667029037445483,4.107889937029817,0.26139994796001775
2,5,Stacy Keibler,99,finalist,3,3,30.0,30.0,1.0,6,0.1986754966887417,1.0,False,Rank,4.630689832949853,6.924765616735959,0.3600582323354095
2,6,Stacy Keibler,99,finalist,3,3,30.0,30.0,1.0,5,0.225563909774436,1.5,False,Rank,7.644882081406778,9.868286206429635,0.4429635957939081
2,7,Stacy Keibler,99,finalist,3,3,27.5,30.0,0.9166666666666666,4,0.2696078431372549,1.5,False,Rank,10.754213398017452,12.670899833102338,0.467311809355313
2,8,Stacy Keibler,99,finalist,3,3,28.6665,30.0,0.95555,3,0.339920718960216,2.0,False,Rank,13.605523451812964,15.40239909727834,0.49766328856440867
2,1,Jerry Rice,99,finalist,2,3,21.0,30.0,0.7,10,0.1076923076923076,5.0,False,Rank,1.0,1.1086099282057322,0.11549468406332392
2,2,Jerry Rice,99,finalist,2,3,23.0,30.0,0.7666666666666667,9,0.115,4.0,False,Rank,1.3395992963323802,1.4133874574566674,0.12614626812798002
2,3,Jerry Rice,99,finalist,2,3,19.0,30.0,0.6333333333333333,8,0.1043956043956044,7.0,False,Rank,1.6656799937126274,1.2518069304820685,0.09162402599019245
2,4,Jerry Rice,99,finalist,2,3,24.0,30.0,0.8,7,0.1518987341772152,5.0,False,Rank,1.4350549824624534,1.5257822322408532,0.10033017033726704
2,5,Jerry Rice,99,finalist,2,3,23.0,30.0,0.7666666666666667,6,0.152317880794702,5.0,False,Rank,1.7264425729153872,1.3430359953189666,0.07429838102377054
2,6,Jerry Rice,99,finalist,2,3,23.0,30.0,0.7666666666666667,5,0.1729323308270676,4.5,False,Rank,1.4916327573665076,1.0322939779923077,0.0525362739807629
2,7,Jerry Rice,99,finalist,2,3,20.5,30.0,0.6833333333333333,4,0.2009803921568627,4.0,False,Rank,1.1373665259538335,0.6305942239421367,0.03033858600719282
2,8,Jerry Rice,99,finalist,2,3,26.666600000000003,30.0,0.8888866666666667,3,0.3162063678588072,3.0,False,Rank,0.6912713959565223,0.453905299304844,0.03886002530805337
2,1,Giselle Fernandez,3,eliminated,8,3,23.0,30.0,0.7666666666666667,10,0.1179487179487179,2.5,False,Rank,1.0,1.2534231658133759,0.11221535307319819
2,2,Giselle Fernandez,3,eliminated,8,3,24.0,30.0,0.8,9,0.12,3.0,False,Rank,1.4778538719597722,1.6639190972352949,0.13406379013059497
2,3,Giselle Fernandez,3,eliminated,8,3,22.0,30.0,0.7333333333333333,8,0.1208791208791208,5.5,True,Rank,1.9320466774964848,1.8360351891267865,0.13311065129278232
2,1,Master P,4,eliminated,7,3,12.0,30.0,0.4,10,0.0615384615384615,10.0,False,Rank,1.0,0.5,0.04901229892223721
2,2,Master P,4,eliminated,7,3,16.0,30.0,0.5333333333333333,9,0.08,9.0,False,Rank,0.5980245978444745,0.33450021109480316,0.030508630529858263
2,3,Master P,4,eliminated,7,3,14.0,30.0,0.4666666666666667,8,0.0769230769230769,8.0,False,Rank,0.3955174721545197,0.19775873607725986,0.027827376504675268
2,4,Master P,4,eliminated,7,3,8.0,30.0,0.2666666666666666,7,0.050632911392405,7.0,True,Rank,0.2534134890866104,0.1267067445433052,0.0209376508337177
2,1,Drew Lachey,99,finalist,1,3,24.0,30.0,0.8,10,0.123076923076923,1.0,False,Rank,1.0,1.3258297846171976,0.1313384736484091
2,2,Drew Lachey,99,finalist,1,3,27.0,30.0,0.9,9,0.135,2.0,False,Rank,1.5885067319140158,2.125997800336289,0.17077821978642369
2,3,Drew Lachey,99,finalist,1,3,27.0,30.0,0.9,8,0.1483516483516483,1.5,False,Rank,2.467554239909137,3.162418479892478,0.22808579835405368
2,4,Drew Lachey,99,finalist,1,3,28.0,30.0,0.9333333333333332,7,0.1772151898734177,1.0,False,Rank,3.618590076600585,4.487935135154173,0.2797539694772025
2,5,Drew Lachey,99,finalist,1,3,27.0,30.0,0.9,6,0.1788079470198675,2.0,False,Rank,5.047443074108578,5.995923089745878,0.30542052397085134
2,6,Drew Lachey,99,finalist,1,3,30.0,30.0,1.0,5,0.225563909774436,1.5,False,Rank,6.6067641376875805,8.52824657265073,0.3594170105675843
2,7,Drew Lachey,99,finalist,1,3,27.5,30.0,0.9166666666666666,4,0.2696078431372549,1.5,False,Rank,9.247080593785899,10.89515593712189,0.3936815786428927
2,8,Drew Lachey,99,finalist,1,3,28.9998,30.0,0.96666,3,0.3438729131809768,1.0,False,Rank,11.682519094407676,14.151112003528711,0.4634766861275382
2,1,Kenny Mayne,1,eliminated,10,3,13.0,30.0,0.4333333333333333,10,0.0666666666666666,9.0,True,Rank,1.0,0.5293569777751591,0.05684805981429924
3,1,Harry Hamlin,3,eliminated,9,3,17.0,30.0,0.5666666666666667,11,0.080188679245283,8.0,False,Percent,1.0,0.8366319337472251,0.07520627348846583
3,2,Harry Hamlin,3,eliminated,9,3,21.0,30.0,0.7,10,0.0913043478260869,8.0,False,Percent,0.9870444807241567,0.783245300206759,0.07704698970431344
3,3,Harry Hamlin,3,eliminated,9,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,True,Percent,0.9373392796153859,0.8346589061191881,0.06331415774067947
3,1,Vivica A. Fox,4,eliminated,8,3,22.0,30.0,0.7333333333333333,11,0.1037735849056603,3.5,False,Percent,1.0,1.1960416795033295,0.10273180004439308
3,2,Vivica A. Fox,4,eliminated,8,3,24.0,30.0,0.8,10,0.1043478260869565,3.5,False,Percent,1.4015052795921157,1.5461925926006075,0.11786231705694601
3,3,Vivica A. Fox,4,eliminated,8,3,27.0,30.0,0.9,9,0.1304347826086956,1.5,False,Percent,1.7819172267144996,2.562714235257363,0.18987320712727648
3,4,Vivica A. Fox,4,eliminated,8,3,24.0,30.0,0.8,8,0.1212121212121212,5.0,True,Percent,2.942460649511916,2.7260286101257307,0.19242407003257417
3,1,Monique Coleman,8,eliminated,4,3,19.0,30.0,0.6333333333333333,11,0.0896226415094339,6.0,False,Percent,1.0,0.9803958320496668,0.09034422087306103
3,2,Monique Coleman,8,eliminated,4,3,26.0,30.0,0.8666666666666667,10,0.1130434782608695,2.0,False,Percent,1.161084273795789,1.5206851248196684,0.11919151390672418
3,3,Monique Coleman,8,eliminated,4,3,27.0,30.0,0.9,9,0.1304347826086956,1.5,False,Percent,1.7590681526331169,2.5298531985419963,0.18070905125605682
3,4,Monique Coleman,8,eliminated,4,3,24.0,30.0,0.8,8,0.1212121212121212,5.0,False,Percent,2.8912713010541102,2.6786044828216595,0.17589807237166852
3,5,Monique Coleman,8,eliminated,4,3,27.0,30.0,0.9,7,0.149171270718232,2.5,False,Percent,3.0304006275649966,3.7401689940059444,0.24185809062259755
3,6,Monique Coleman,8,eliminated,4,3,23.0,30.0,0.7666666666666667,5,0.1949152542372881,4.0,False,Percent,5.068662210301366,4.818489442042833,0.2703019030540126
3,7,Monique Coleman,8,eliminated,4,3,27.0,30.0,0.9,5,0.2,4.0,False,Percent,5.068662210301366,5.068662210301366,0.2793107765107342
3,8,Monique Coleman,8,eliminated,4,3,26.5,30.0,0.8833333333333333,4,0.2431192660550458,4.0,True,Percent,5.6272837633228345,4.165272555320451,0.2099925156617755
3,1,Joey Lawrence,99,finalist,3,3,21.0,30.0,0.7,11,0.0990566037735849,5.0,False,Percent,1.0,1.1241597303521087,0.10904132332385641
3,2,Joey Lawrence,99,finalist,3,3,29.0,30.0,0.9666666666666668,10,0.1260869565217391,1.0,False,Percent,1.3422423769998215,2.173657480869091,0.16793079568174615
3,3,Joey Lawrence,99,finalist,3,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,False,Percent,2.5095190722325835,2.234615031362339,0.15702948585093277
3,4,Joey Lawrence,99,finalist,3,3,27.0,30.0,0.9,8,0.1363636363636363,3.0,False,Percent,2.548674003064205,3.111075453331932,0.18825330014431899
3,5,Joey Lawrence,99,finalist,3,3,25.0,30.0,0.8333333333333334,7,0.1381215469613259,5.0,False,Percent,3.48758205362057,2.8749463691229518,0.19308101830880253
3,6,Joey Lawrence,99,finalist,3,3,24.0,30.0,0.8,5,0.2033898305084745,3.0,False,Percent,3.913330086888668,4.042096295186742,0.2286944002530027
3,7,Joey Lawrence,99,finalist,3,3,28.5,30.0,0.95,5,0.2111111111111111,1.5,False,Percent,3.913330086888668,4.672903511202051,0.2596183834935843
3,8,Joey Lawrence,99,finalist,3,3,27.0,30.0,0.9,4,0.2477064220183486,2.5,False,Percent,5.192140278189219,4.742487740096794,0.25276509264797586
3,9,Joey Lawrence,99,finalist,3,3,29.5,30.0,0.9833333333333332,3,0.3333333333333333,2.0,False,Percent,5.248017925392746,5.248017925392746,0.3018202227143213
3,1,Mario Lopez,99,finalist,2,3,26.0,30.0,0.8666666666666667,11,0.1226415094339622,1.0,False,Percent,1.0,1.4835694761082134,0.13412966889230368
3,2,Mario Lopez,99,finalist,2,3,21.0,30.0,0.7,10,0.0913043478260869,8.0,False,Percent,1.7518288138928209,1.3901214302334857,0.10296556919966834
3,3,Mario Lopez,99,finalist,2,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,False,Percent,1.5960525686328224,1.4212137696719707,0.10793381945773317
3,4,Mario Lopez,99,finalist,2,3,29.0,30.0,0.9666666666666668,8,0.1464646464646464,1.0,False,Percent,1.637081408587437,2.3194339780635485,0.14064005236187854
3,5,Mario Lopez,99,finalist,2,3,27.0,30.0,0.9,7,0.149171270718232,2.5,False,Percent,2.6007140827873054,3.209842977933801,0.20682349257046276
3,6,Mario Lopez,99,finalist,2,3,28.0,30.0,0.9333333333333332,5,0.2372881355932203,1.0,False,Percent,4.348187955689672,5.922012882156137,0.32358690126275463
3,7,Mario Lopez,99,finalist,2,3,28.0,30.0,0.9333333333333332,5,0.2074074074074074,3.0,False,Percent,4.348187955689672,4.910840554495838,0.2755929049123036
3,8,Mario Lopez,99,finalist,2,3,28.5,30.0,0.95,4,0.2614678899082568,1.0,False,Percent,5.462026364320446,7.8271531581413765,0.38886541378920775
3,9,Mario Lopez,99,finalist,2,3,29.5,30.0,0.9833333333333332,3,0.3333333333333333,2.0,False,Percent,8.604883985719791,8.604883985719791,0.5099199853026145
3,10,Mario Lopez,99,finalist,2,3,29.666600000000003,30.0,0.9888866666666668,2,0.5,1.5,False,Percent,11.186349181435729,11.186349181435729,0.7048524600217619
3,1,Emmitt Smith,99,finalist,1,3,24.0,30.0,0.8,11,0.1132075471698113,2.0,False,Percent,1.0,1.3398055778057716,0.12290892671513366
3,2,Emmitt Smith,99,finalist,1,3,24.0,30.0,0.8,10,0.1043478260869565,3.5,False,Percent,1.5856234312360389,1.7493185646397575,0.14008959177948482
3,3,Emmitt Smith,99,finalist,1,3,19.0,30.0,0.6333333333333333,9,0.0917874396135265,9.0,False,Percent,2.029497748198727,1.1402163905232217,0.0893278126805545
3,4,Emmitt Smith,99,finalist,1,3,24.0,30.0,0.8,8,0.1212121212121212,5.0,False,Percent,1.3188720158843306,1.2218626777528034,0.07702988101626156
3,5,Emmitt Smith,99,finalist,1,3,27.0,30.0,0.9,7,0.149171270718232,2.5,False,Percent,1.3759224397853265,1.698185514031251,0.11603890269902689
3,6,Emmitt Smith,99,finalist,1,3,25.0,30.0,0.8333333333333334,5,0.211864406779661,2.0,False,Percent,2.3163159833151656,2.5830763304345123,0.14318193031308596
3,7,Emmitt Smith,99,finalist,1,3,28.5,30.0,0.95,5,0.2111111111111111,1.5,False,Percent,2.3163159833151656,2.765910580288548,0.15610537486698473
3,8,Emmitt Smith,99,finalist,1,3,27.0,30.0,0.9,4,0.2477064220183486,2.5,False,Percent,3.0781213300225176,2.811548203249494,0.14837697790104076
3,9,Emmitt Smith,99,finalist,1,3,29.5,30.0,0.9833333333333332,3,0.3333333333333333,2.0,False,Percent,3.1083021590515756,3.1083021590515756,0.188259791983064
3,10,Emmitt Smith,99,finalist,1,3,29.666600000000003,30.0,0.9888866666666668,2,0.5,1.5,False,Percent,4.040792806767048,4.040792806767048,0.29514753997823845
3,1,Shanna Moakler,2,eliminated,10,3,18.0,30.0,0.6,11,0.0849056603773584,7.0,False,Percent,1.0,0.908513882898446,0.07888558755038479
3,2,Shanna Moakler,2,eliminated,10,3,22.0,30.0,0.7333333333333333,10,0.0956521739130434,6.0,True,Percent,1.0662850579992156,0.9562049019059686,0.07949442445960389
3,1,Willa Ford,5,eliminated,7,3,22.0,30.0,0.7333333333333333,11,0.1037735849056603,3.5,False,Percent,1.0,1.1960416795033295,0.10765445048086862
3,2,Willa Ford,5,eliminated,7,3,23.0,30.0,0.7666666666666667,10,0.1,5.0,False,Percent,1.4113505804650668,1.4113505804650675,0.09927116396229653
3,3,Willa Ford,5,eliminated,7,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,False,Percent,1.6098929083896605,1.4335379761711375,0.10163809966699765
3,4,Willa Ford,5,eliminated,7,3,28.0,30.0,0.9333333333333332,8,0.1414141414141414,2.0,False,Percent,1.6368141755051329,2.158528022052154,0.15104472483818185
3,5,Willa Ford,5,eliminated,7,3,27.0,30.0,0.9,7,0.149171270718232,2.5,True,Percent,2.4606174717285176,3.0369334965665065,0.18268334534393985
3,1,Sara Evans,5,withdrew,6,3,15.0,30.0,0.5,11,0.070754716981132,10.0,False,Percent,1.0,0.6928680354447834,0.06607240639950854
3,2,Sara Evans,5,withdrew,6,3,21.0,30.0,0.7,10,0.0913043478260869,8.0,False,Percent,0.8250128482438004,0.654669013014556,0.05626435355658393
3,3,Sara Evans,5,withdrew,6,3,25.0,30.0,0.8333333333333334,9,0.1207729468599033,3.0,False,Percent,0.7671977201277239,0.93528231907992,0.06939475576195493
3,4,Sara Evans,5,withdrew,6,3,20.0,30.0,0.6666666666666666,8,0.101010101010101,8.0,False,Percent,1.07407183060383,0.5737187696507332,0.04307983549887087
3,5,Sara Evans,5,withdrew,6,3,24.0,30.0,0.8,7,0.1325966850828729,6.5,False,Percent,0.659878440648475,0.4087280274857302,0.032591787226922825
3,1,Jerry Springer,7,eliminated,5,3,16.0,30.0,0.5333333333333333,11,0.0754716981132075,9.0,False,Percent,1.0,0.7647499845960043,0.06807244178579444
3,2,Jerry Springer,7,eliminated,5,3,19.0,30.0,0.6333333333333333,10,0.0826086956521739,10.0,False,Percent,0.9008948681675932,0.5288718449899891,0.03988328069263287
3,3,Jerry Springer,7,eliminated,5,3,21.0,30.0,0.7,9,0.1014492753623188,8.0,False,Percent,0.6086384063752548,0.4752924125609656,0.04077961045781413
3,4,Jerry Springer,7,eliminated,5,3,22.0,30.0,0.7333333333333333,8,0.1111111111111111,7.0,False,Percent,0.5568516334765938,0.40666827343999157,0.031630063736245426
3,5,Jerry Springer,7,eliminated,5,3,24.0,30.0,0.8,7,0.1325966850828729,6.5,False,Percent,0.46992840091248245,0.29107316822736123,0.02692336322824768
3,6,Jerry Springer,7,eliminated,5,3,18.0,30.0,0.6,5,0.1525423728813559,5.0,False,Percent,0.4139038736206279,0.22323361654619395,0.0342348651171438
3,7,Jerry Springer,7,eliminated,5,3,23.0,30.0,0.7666666666666667,5,0.1703703703703704,5.0,True,Percent,0.4139038736206279,0.20695193681031396,0.02937256021639308
3,1,Tucker Carlson,1,eliminated,11,3,12.0,30.0,0.4,11,0.0566037735849056,11.0,True,Percent,1.0,0.5,0.044952900446229765
4,1,John Ratzenberger,7,eliminated,6,3,17.0,30.0,0.5666666666666667,11,0.0825242718446602,8.0,False,Percent,1.0,0.8466500306935906,0.07338226350304951
4,2,John Ratzenberger,7,eliminated,6,3,21.0,30.0,0.7,11,0.0857142857142857,7.5,False,Percent,1.0,0.8578840912074089,0.0835426328089997
4,3,John Ratzenberger,7,eliminated,6,3,20.0,30.0,0.6666666666666666,10,0.091743119266055,9.0,False,Percent,1.0249693568254084,0.8098880006099536,0.06562363758545037
4,4,John Ratzenberger,7,eliminated,6,3,16.0,30.0,0.5333333333333333,9,0.0842105263157894,7.5,False,Percent,0.9411352757808543,0.6307149996721654,0.04885561413612217
4,5,John Ratzenberger,7,eliminated,6,3,18.0,30.0,0.6,8,0.1022727272727272,6.0,False,Percent,0.7284262279444097,0.5778834799592514,0.03436291738535299
4,6,John Ratzenberger,7,eliminated,6,3,19.0,30.0,0.6333333333333333,7,0.1117647058823529,7.0,False,Percent,0.6466093147299574,0.35742510254798365,0.02525613273647705
4,7,John Ratzenberger,7,eliminated,6,3,22.5,30.0,0.75,6,0.145631067961165,5.0,True,Percent,0.4079373680209378,0.3127915919133917,0.018972590351811355
4,1,Ian Ziering,9,eliminated,4,3,21.0,30.0,0.7,11,0.1019417475728155,3.5,False,Percent,1.0,1.2017762754031707,0.1096382610281966
4,2,Ian Ziering,9,eliminated,4,3,22.0,30.0,0.7333333333333333,11,0.0897959183673469,5.0,False,Percent,1.0,0.9695465909730163,0.0914632543729239
4,3,Ian Ziering,9,eliminated,4,3,24.0,30.0,0.8,10,0.110091743119266,2.5,False,Percent,1.1524730997188641,1.4480516110856219,0.1108835890946396
4,4,Ian Ziering,9,eliminated,4,3,24.0,30.0,0.8,9,0.1263157894736842,3.0,False,Percent,1.669818789274901,1.9811214901744862,0.1278118130729654
4,5,Ian Ziering,9,eliminated,4,3,24.0,30.0,0.8,8,0.1363636363636363,4.0,False,Percent,2.2367451163204173,2.467877483220141,0.13616563384949837
4,6,Ian Ziering,9,eliminated,4,3,24.0,30.0,0.8,7,0.1411764705882353,4.0,False,Percent,2.7402087509191375,2.673965056787719,0.12079569816430547
4,7,Ian Ziering,9,eliminated,4,3,27.0,30.0,0.9,6,0.174757281553398,3.5,False,Percent,2.91555645311633,3.1771000731228356,0.12702282235130707
4,8,Ian Ziering,9,eliminated,4,3,23.5,30.0,0.7833333333333333,5,0.1872509960159362,4.0,False,Percent,3.4311457178254496,3.0151617192470384,0.09910678870296954
4,9,Ian Ziering,9,eliminated,4,3,29.0,30.0,0.9666666666666668,4,0.2447257383966244,4.0,True,Percent,3.2133752966529774,1.9547774081215639,0.07004387225209666
4,1,Clyde Drexler,5,eliminated,8,3,16.0,30.0,0.5333333333333333,11,0.0776699029126213,9.0,False,Percent,1.0,0.7578684695161956,0.06348537013150435
4,2,Clyde Drexler,5,eliminated,8,3,18.0,30.0,0.6,11,0.073469387755102,11.0,False,Percent,1.0,0.5228965919105868,0.055623664890014184
4,3,Clyde Drexler,5,eliminated,8,3,16.0,30.0,0.5333333333333333,10,0.073394495412844,10.0,False,Percent,0.6341439216906152,0.3170719608453076,0.03427974599911657
4,4,Clyde Drexler,5,eliminated,8,3,15.0,30.0,0.5,9,0.0789473684210526,9.0,False,Percent,0.3856314528435407,0.23355032128558123,0.021452368854843737
4,5,Clyde Drexler,5,eliminated,8,3,13.0,30.0,0.4333333333333333,8,0.0738636363636363,8.0,True,Percent,0.2764550589952687,0.14790232293545924,0.01552896541145265
4,1,Laila Ali,99,finalist,3,3,23.0,30.0,0.7666666666666667,11,0.1116504854368932,2.0,False,Percent,1.0,1.379339397757961,0.1252726565960866
4,2,Laila Ali,99,finalist,3,3,27.0,30.0,0.9,11,0.110204081632653,1.0,False,Percent,1.0,1.5278590898010536,0.14020542569414063
